Gene	P-value
JARID2	0.0609050427575013
RP1-13D10.5	0.005271767451088489
MYLIP	0.0019422501902383552
RP1-13D10.2	0.014419329641933138
RP1-13D10.3	0.05403774820158509
MRPL42P2	0.053050101989803984
ATXN1	0.024527532062580612
FAM8A1	0.0016242331842855641
NUP153	0.06725435463021714
KIF13A	0.04495521752849761
RP11-528A10.1	0.06485101853860939
RNF144B	0.06500465468885418
E2F3	0.01968280225786468
KIAA0319	0.0036857343547586807
KRT8P43	0.006630374885685319
TDP2	0.05968121069851633
ACOT13	0.07343768008733267
C6orf62	0.09191685013351782
FAM65B	0.010004175712452663
ASS1P1	0.018019669469886767
U91328.22	0.005963647840449704
BTN2A1	0.005381064607829918
BTN1A1	0.029133096942709574
HCG11	0.024946445477219484
ZNF391	0.08726592926926097
ZSCAN9	0.07702253482733318
ZSCAN26	0.02512068567280231
ZKSCAN3	0.015418708642521742
HLA-F-AS1	0.09746715269496437
TRIM26	0.07908738223843105
GNL1	0.01338086679703973
ABCF1	0.055748498762807776
C6orf136	0.03377046644676618
LINC00243	0.01712434442191176
HCG21	0.06444503828311822
POU5F1	0.016327685892937826
PSORS1C3	0.06420254227570839
XXbac-BPG299F13.17	0.04560087177983245
HCG27	0.028537469106111605
XXbac-BPG299F13.14	0.09682672446842883
TNF	0.05508486997801411
BAG6	0.027667628816985364
CSNK2B	0.006257065890024619
LY6G5B	0.0127451211189473
NELFE	0.03857738687881111
RNF5	0.006328427864880758
HLA-DRA	0.00953935409003952
HLA-DRB5	0.022777052639806727
HLA-DRB6	0.0677938343838168
HLA-DRB1	0.02128407487276956
HLA-DQB1	0.033922444296770916
HLA-DQB2	0.022021390797191964
PSMB8-AS1	0.022980837775204512
TAP1	0.08244493768603502
HLA-DMB	0.045131057250237236
HLA-DMA	0.006673699972146188
HLA-DPA1	0.009688176504407505
HLA-DPB1	0.028168860273653663
RING1	0.00022986302196484421
VPS52	0.03579698348807138
WDR46	0.01937106878576669
PHF1	0.035941725892435855
CUTA	0.01223569542597546
BAK1	0.03582994823068718
HMGA1	0.0864294299912838
PACSIN1	0.0009953802155453055
C6orf106	0.014602013715997232
ANKS1A	0.08874097344732841
PPARD	0.03224839329221489
FKBP5	0.06444503828311822
RP3-340B19.5	0.01843037439316385
RP3-510O8.4	0.03010721481857869
SRPK1	0.0032733924616756708
SLC26A8	0.04082170151783758
MAPK14	0.0609050427575013
MAPK13	0.05398821164233322
CDKN1A	0.016013987127337124
C6orf89	0.013628262096348152
LINC00951	0.09490032351505501
LRFN2	0.040337112429715036
ADCY10P1	0.0016605878862135368
FOXP4	0.01875750857554664
TOMM6	0.0809593165701941
UBR2	0.0071603480549085686
C6orf226	0.023892500394051802
PPP2R5D	0.020149530494358803
CUL7	0.042536082068163034
CUL9	0.04016528887087051
ABCC10	0.030621348777347412
TJAP1	0.046176438909965506
NFKBIE	0.03354180921830888
PLA2G7	0.05743223896203339
ELOVL5	0.00990281782138007
LGSN	0.04519963594747835
EYS	0.009063273288473879
RP11-59D5__B.2	0.015117446139242784
DDX43	0.00015141701389172056
CEP162	0.08813300285629715
CNR1	0.04554930670800357
RP4-570O12.3	0.005963647840449704
RN7SL336P	0.02130385043758936
PM20D2	0.06378644155368923
GABRR2	0.06397848171710153
UBE2J1	0.015001865663542589
PNISR	0.03247150637916347
PRDM13	0.01263551868914958
AIM1	0.04543789114107482
RP1-47M23.3	0.08128320485053671
ARMC2	0.0029028323599350164
SESN1	0.0025621148374860916
C6orf3	0.036642263291874706
SSXP10	0.08763963241422595
NCOA7	0.02136006660478165
HINT3	0.045262006428237925
RNF146	0.020270632945186384
ARG1	0.07219673605626158
ENPP3	0.07892117324490497
MOXD1	0.09494275437530864
STX7	0.04190137667531506
VNN3	0.05744441687491821
VNN2	0.08746678109902592
RPS12	0.042710125094819196
MTFR2	0.007645311880542568
MAP3K5	0.03092575410469356
IFNGR1	0.08746678109902592
RP11-356I2.1	0.06783454249937405
RP11-137J7.3	0.038205751790898836
LINC01277	0.06420254227570839
PLAGL1	0.03151031767462599
SF3B5	0.05880293544771667
RP3-466P17.3	0.011977815022245718
FBXO30	0.08874097344732841
ADGB	0.014777613016313368
STXBP5	0.0048158418368691855
RP11-361F15.5	0.015239710816021755
YAP1P1	0.07892990637284152
RP1-111D6.4	0.03364105034718235
AKAP12	0.04694517623549426
ESR1	0.06110848561120917
RGS17	0.011776453969700841
DYNLT1	0.0924221210946688
EZR	0.019215367495836543
HNRNPH1P1	0.025567991780606193
FGFR1OP	0.09949821001260692
RP11-482G13.1	0.07267699154072813
AC093627.9	0.025573224993195226
AC093627.12	0.08785149756833761
INTS1	0.04270010297974225
MAD1L1	0.007930122754311568
NUDT1	0.059606034290141115
EIF3B	0.08359031451330956
CHST12	0.04878312985018989
AMZ1	0.0893456953305086
CARD11	0.030110026637542663
AP5Z1	0.03975015772240519
C7orf26	0.06961416398230877
AC073343.13	0.0613223653579418
C1GALT1	0.054904182326193804
SNX13	0.04535475078734349
CCDC126	0.024625476309292973
AC003090.1	0.008855255199269552
CTA-242H14.1	0.07795331077854041
NFE2L3	0.015239710816021755
SNX10	0.008503678686520537
HOXA9	0.005012419580739541
CREB5	0.004914300666318758
CHN2	0.08776068630143649
AVL9	0.009669518312453655
KBTBD2	0.02068682272471896
FKBP9	0.037273298000056826
NT5C3A	0.029995180670719365
RPS29P14	0.03546804112229598
AOAH-IT1	0.08117084881430116
LINC00265	0.0438928052292157
AC004987.9	0.04515645076242776
CDK13	0.0980473145410367
DDX56	0.021678831451477035
TMED4	0.015259999298375874
ZMIZ2	0.05723110160253803
RP4-647J21.1	0.06482648824123577
MYO1G	0.00017802717029852296
SNHG15	0.0215385287094257
NACAD	0.04432784454375725
TBRG4	0.022575440673143557
HUS1	0.04791716294430333
RP4-718N17.2	0.09399060508249181
RP11-598O8.1	0.052471638804007216
SUMF2	0.014225088404740899
ZNF107	0.03578161404743038
ZNF92	0.06485101853860939
GUSB	0.04779617184844009
TPST1	0.046862271903849874
GS1-124K5.12	0.011776453969700841
WBSCR22	0.03857738687881111
MDH2	0.013486066060899218
FDPSP2	0.04554930670800357
DTX2P1	0.09449920727760555
TMEM60	0.055305182014491465
STEAP4	0.029517140391656527
KPNA2P2	0.06023943299009601
GTPBP10	0.09690429762595738
CDK14	0.01662204317988339
AC002456.2	0.019986640759637714
SAMD9	0.009565456860846446
SAMD9L	0.031981880251402306
SDHAF3	0.0024458581663033374
AC004967.7	0.021016841248561468
CPSF4	4.906096940178422e-05
ZNF394	0.01859639964427919
ZKSCAN1	0.023736367229023624
COPS6	0.02133285544168278
AP4M1	0.08263446931135786
TAF6	0.0007209936769993441
STAG3	0.06804166687795274
PCOLCE	0.08983616330953309
POP7	0.0984013817056891
SRRT	0.014602013715997232
TRIM56	0.033929769427066596
FIS1	0.09494275437530864
COL26A1	0.062241594433975506
PRKRIP1	0.07399625352719694
LINC01004	0.0298030767014961
CTB-111H14.1	0.018924292134851535
CCDC71L	0.005587703826089963
PIK3CG	0.036978985392184874
HBP1	0.06165760140709411
CTB-20D2.1	0.06607694523385636
THAP5	0.039163908106409004
AC000374.1	0.05237215844316164
SND1-IT1	0.05635486354017736
LRRC4	0.06848884637504267
ATP6V1F	0.045829414896385035
TNPO3	0.0799580027165801
MEST	0.0861699409717389
LINC00513	0.024830840048476244
SLC13A4	0.03981686798606832
TTC26	0.004414307721193172
RP11-365F18.6	0.004935156767092337
UBN2	0.039834610846597375
RP11-634H22.1	0.04751931001204637
SLC37A3	0.08184402171608032
ADCK2	0.023783544873041376
MGAM	0.08327214196637821
TAS2R38	0.090102132589672
MGAM2	0.02669663622147162
PRSS58	0.08433755698715513
TRBV7-5	0.08284596214111864
TRBV24-1	0.05335997337988493
TRPV5	0.06266397563350427
C7orf34	0.09458613056815728
TAS2R39	0.08481934050689144
RP11-556I13.2	0.021016841248561468
TAS2R40	0.006329723333161316
HINT1P1	0.0548392573256226
OR2R1P	0.06640121363883957
TCAF2	0.02350087134656554
OR2A13P	0.06539708728990566
ZNF425	0.04703393026599715
ZNF777	0.08889865062601919
ZNF767P	0.04488923593522224
RP4-751H13.7	0.035941725892435855
GIMAP4	0.07877734015824894
ABCB8	0.038348661547668084
SLC4A2	0.0015008330220518866
FASTK	0.0026073126098760265
TMUB1	0.0010225173090606552
AGAP3	0.08669415528299337
ABCF2	0.07561722592623625
RP11-1430O6.1	0.043569151238619895
AC144652.1	0.04488923593522224
INSIG1	0.026060669435512884
RBM33	0.037821841886467644
PPP1R3B	0.013907538148321325
RP11-1E4.1	0.08227772570532535
OR7E10P	0.04123067319104512
DOK2	0.021306985316548205
BMP1	0.023784723196970503
POLR3D	0.06120148092257662
SORBS3	0.06547482228277107
CCAR2	0.008142353534330193
TNFRSF10B	0.007377892933640654
RP11-875O11.2	0.06276575724954317
TNFRSF10C	0.05028249563329139
CTC-756D1.1	0.08094132450179983
RP11-395I14.2	0.09658371777357004
INTS9	0.07428025868601257
DUSP4	0.05191564716631104
ZNF703	0.04426530255385581
RAB11FIP1	0.017498354141290955
PLEKHA2	0.05050515672514938
GOLGA7	0.004503660786874269
SPIDR	0.041113388479998944
RP11-697N18.4	0.07159790077452687
PRKDC	0.04326336767182602
PCMTD1	0.060072217190808956
RB1CC1	0.06378644155368923
LYN	0.04082170151783758
PLAG1	0.025519586743231706
UBXN2B	0.024581665476504085
SDCBP	0.02191461596932249
NSMAF	0.007291663863699337
CHD7	0.010004175712452663
ASPH	0.014927482636384493
RN7SKP97	0.024568717633589806
GGH	0.0636937718690502
VCPIP1	0.028618891386673277
ARFGEF1	0.04304240337501365
RP11-333A23.4	0.0867899609082652
RP11-116B19.2	0.015460520677846267
UBE2W	0.06132028752177688
RP1-16A9.1	0.043391199304887225
RP11-730G20.2	0.02540350365570223
PKIA-AS1	0.012729208141917624
PSKH2	0.06299183345647835
RIPK2	0.07321370585999215
NBN	0.005429141704024387
TMEM55A	0.02015219346439633
CTD-3239E11.2	0.054843130553036384
TRIQK	0.051077665988070134
FAM92A	0.08004655424117564
INTS8	0.04016528887087051
CCNE2	0.027913803623726297
RP11-347C18.1	0.047502418784829456
NDUFAF6	0.009385159734044033
TP53INP1	0.014058178990633134
RP11-320N21.1	0.060025510279167915
RP11-320N21.2	0.09148579287900635
PLEKHF2	0.008847076820721325
PTDSS1	0.04011504679433813
LAPTM4B	0.01855351941382063
PABPC1	0.006623095704934574
NACAP1	0.03486887829729611
RRM2B	0.04585658963844563
UBR5-AS1	0.04489292206422381
KB-1507C5.4	0.03486887829729611
ATP6V1C1	0.06347832079142712
MTND1P5	0.051077665988070134
EIF3H	0.029711974788562
EXT1	0.02130385043758936
TMEM65	0.02203819161513065
CCAT2	0.042014216053454886
FAM49B	0.03579698348807138
RNU7-181P	0.0864294299912838
LRRC6	0.0003706559270168666
TMEM71	0.003121135805452283
TRAPPC9	0.08813300285629715
PEG13	0.029864608881664968
CHRAC1	0.0015911047528501324
RP11-642A1.2	0.06913104669303881
GPR20	0.09634707802799004
TSNARE1	0.03688284719121408
ADGRB1	0.03486887829729611
C8orf31	0.011872301223807337
ZNF696	0.05848973730429215
RP11-909N17.2	0.09542498800855218
RP11-661A12.9	0.060775457801506526
ZNF707	0.06976186574406425
SCRIB	0.09770815898348718
PUF60	0.003475106667747963
EPPK1	0.01847369413264792
OPLAH	0.01712434442191176
SHARPIN	0.00953935409003952
MAF1	0.047258813535367844
MROH1	0.05403774820158509
BOP1	0.04554930670800357
HSF1	0.0008104168935396627
DGAT1	0.0264104907297158
SLC52A2	0.013030947303201309
FBXL6	0.017684041453858865
CPSF1	0.008987864840621647
VPS28	0.028214366518786695
CTD-2517M22.14	0.07478259108901966
C8orf82	0.00953935409003952
RPL8	0.02527824630965309
ZNF7	0.03703360874759518
ZNF250	0.05957194890760205
ZNF252P	0.009385159734044033
PLPP6	0.06221451545463932
JAK2	0.015239710816021755
MTCO1P11	0.07108043118456753
MTCO3P11	0.04082170151783758
TCF3P1	0.04339858066937985
PLGRKT	0.0795974677222034
PSIP1	0.03072119557458396
HACD4	0.03866923984535867
LINGO2	0.02460304702103178
SLC25A6P2	0.0979685335758844
DDX58	0.05048423185768375
ENHO	0.00802883842220572
GALT	0.00823323066757215
TESK1	0.011977815022245718
CCDC107	0.09531771541227063
CREB3	0.008855255199269552
ZCCHC7	0.003977280583107566
GRHPR	0.03486887829729611
CNTNAP3	0.00047705172279987294
ZNF658B	0.013369398796389197
RP11-204M4.3	0.0410025686149303
FAM95B1	0.06883135911383141
CBWD7	0.024798547182987872
PTGER4P2-CDK2AP2P2	0.0032154533381659055
FAM74A6	0.0735658737104855
RP11-144A16.8	0.0032170988702912373
RP11-101E5.1	0.0016866408758528673
CH17-296N19.1	0.04372828967869307
LINC01410	0.05316205963454544
BMS1P10	0.0005296579029336901
SNX18P9	0.060534967044610186
CYP4F25P	0.05201052691626039
ANKRD20A3	0.05315139649970259
ZNF658	0.013171421409634116
FAM27E3	0.04551813404916975
CBWD3	0.009040101690158961
TMEM252	0.03773559623102713
APBA1	0.046639993407486306
PTAR1	0.01866416439859053
SMC5	0.08487573487998183
NMRK1	0.03851513461917687
KRT18P24	0.09191685013351782
FRMD3	0.05589397211288341
RMI1	0.0733763448084477
ZCCHC6	0.0424263517964939
UNQ6494	0.010105553631596332
SPTLC1	0.04609212610831364
BICD2	0.09501801720156497
RP11-165J3.6	0.0527792438422467
RP11-2B6.2	0.05427159316546371
ERCC6L2	0.04160562847818318
SLC35D2	0.013802221586522848
RP11-498P14.3	0.040975191027575214
NR4A3	0.027948273791197867
RP11-217B7.3	0.06725435463021714
SLC44A1	0.06913104669303881
GNG10	0.00533073271011949
C9orf84	0.09051832350495174
HSDL2	0.01340830718380026
KIAA1958	0.008847076820721325
RPL10P3	0.0529633173875742
TLR4	0.022828268447988596
PHF19	0.024946445477219484
CNTRL	0.012296225881887167
RAB14	0.04560087177983245
RP11-355O1.11	0.07219673605626158
NEK6	0.05880293544771667
OLFML2A	0.03371215423795281
MAPKAP1	0.09782661494851762
ZBTB34	0.043746266314675694
RPL12	0.08678788207297919
FAM129B	0.011021380771502285
CDK9	0.009651277111103527
FPGS	0.04061952059774461
AK1	0.011274863591081092
ST6GALNAC6	0.05048423185768375
NAIF1	0.09952850663610416
PTGES2	0.05048423185768375
C9orf16	0.025874042118278665
CIZ1	0.005271767451088489
COQ4	0.09039047975721887
URM1	0.006573072686231532
CERCAM	0.051077665988070134
RP11-216B9.9	0.08168394363523801
MIGA2	0.02289095659086073
PTPA	0.05793513212549198
LINC00963	0.03270257728717123
NTMT1	0.013675787991685777
ASB6	0.04805604756595562
NCS1	0.08983616330953309
ABL1	0.07016736655069594
POMT1	0.01968280225786468
RAPGEF1	0.028276744661990788
MED27	0.00666115504079059
TTF1	0.0764002741156901
GTF3C5	0.03111837285621205
RALGDS	0.07399625352719694
RPL7A	0.014658386836913059
SURF2	0.007456216700443528
SURF4	0.059606034290141115
SLC2A6	0.026860321079001923
DBH	0.040685546910995865
DBH-AS1	0.04495521752849761
OLFM1	0.04722128012497055
MRPS2	0.06848884637504267
DNLZ	0.04340331859763618
CARD9	0.028149073185514233
PMPCA	0.04283893991938068
RABL6	0.019128617468880994
PHPT1	0.037821841886467644
EDF1	0.0045086350693793594
FBXW5	0.009844518210605648
PTGDS	0.08874097344732841
LCNL1	0.023444749324992332
MAN1B1	0.024713963394423426
DPP7	0.027039629635328
ANAPC2	0.0032896379531936713
SSNA1	0.02162548117438547
NELFB	0.0045336507999659955
EXD3	0.0424263517964939
NSMF	0.011472802041926439
MRPL41	0.09531771541227063
ARRDC1-AS1	0.044950428305473404
IDI1	0.08874097344732841
PFKP	0.05037918372144184
RP11-184A2.2	0.05128807172306358
RP11-445P17.3	0.042286641338371705
RP11-336A10.4	0.01920949557796442
RP11-414H17.5	0.018074258475679374
GATA3-AS1	0.07636643863576575
CELF2	0.02921884118350488
UPF2	0.04751931001204637
DHTKD1	0.019486032447683283
RP11-186N15.3	0.04862422364337841
CAMK1D	0.08763963241422595
BEND7	0.008533161745603566
RPSAP7	0.06304393274729636
OLAH	0.08767968934347144
ACBD7	0.09927598236759506
VIM-AS1	0.017777463449737133
AC069542.1	0.08011033645471136
OTUD1	0.008578284741391813
THNSL1	0.002840919242607731
PDSS1	0.06804166687795274
RAB18	0.09644027840338538
MPP7	0.04992900186158916
SVIL	0.02204406430107068
ZNF438	0.040464919261727426
RP11-330O11.3	0.0032851591724239277
PARD3	0.03617547149326706
ZNF33A	0.023290367548778102
CSGALNACT2	0.04128562008257773
ZNF487	0.009352224249333449
ZNF485	0.04694517623549426
RASSF4	0.005593257722981001
IPMK	0.013962640055989677
UBE2D1	0.004682045625493
TFAM	0.046862271903849874
RP11-120C12.3	0.002656285966702171
NRBF2	0.015239710816021755
HERC4	0.008142353534330193
SRGN	0.04992900186158916
H2AFY2	0.01874098137851331
C10orf105	0.03468071695625685
SPOCK2	0.06658319170906031
ECD	0.025121594872118045
DNAJC9-AS1	0.02191461596932249
RP11-574K11.24	0.06771389222912308
VDAC2	0.004674703292228351
PPIF	0.06999817546959547
KLLN	0.014656800166927546
PTEN	0.06399808333096572
MED6P1	0.09640186400865253
ACTA2-AS1	0.0986864615202378
FAS	0.006665957182605983
IFIT2	0.06050818950407477
IFIT5	0.05478107109494985
MARCH5	0.040268100442250036
EXOC6	0.09719978248031585
CYP26C1	0.04781473697999104
CYP26A1	0.03579838240672422
RP11-310E22.4	0.06132028752177688
ENTPD1	0.011776453969700841
ENTPD1-AS1	0.009669518312453655
RP11-429G19.3	0.010218931703483805
CC2D2B	0.0897250135796652
CCNJ	0.04127582507082616
LCOR	0.00880334849181748
SLIT1	0.03947951941213576
ARHGAP19	0.01336236887335692
RPL12P27	0.03486887829729611
MMS19	0.08147351527327394
RP11-441O15.3	0.08730860131726047
ERLIN1	0.023933069129640272
CHUK	0.03579698348807138
RP11-316M21.7	0.05880293544771667
NDUFB8	0.023867232701862272
SLF2	0.009556991780612074
TWNK	0.09458613056815728
SFXN3	0.008854374535555693
FBXW4	3.22715493488161e-07
FGF8	0.013763027785738432
C10orf76	0.007148068453803969
ELOVL3	0.08386975055449399
ARL3	0.08665846893736175
NEURL1	0.018019669469886767
RP11-416N2.4	0.02410660401195529
GSTO2	0.07961652711496198
CFAP58-AS1	0.0023074277727982337
CFAP58	7.476594651951885e-06
SORCS3	0.09219018776239496
RP11-525A16.4	0.08226824865294957
SMC3	0.05451458634429494
BBIP1	0.009669518312453655
RP11-348N5.7	0.05180097756717935
SHOC2	0.09493227646354473
TCF7L2	0.03161686931406924
FAM160B1	0.047502568684551674
RAB11FIP2	0.08241426467286632
FAM45A	0.006720759530913069
MCMBP	0.04783045466638667
FAM24B	0.020493535141334288
LHPP	0.009385159734044033
FAM53B	0.05746459255494821
RP11-59C5.3	0.05335094033487258
UROS	0.03364105034718235
ADAM12	0.018404279128662066
MGMT	0.07951661283647489
CTAGE7P	0.0590431401191805
STK32C	0.011635050038559636
PWWP2B	0.04554417274277607
TUBGCP2	0.005156050438214015
ZNF511	7.78584415477722e-05
MTG1	0.057280079977871524
RP11-326C3.2	0.08991883748945968
RP11-326C3.11	0.05328708164743456
RP11-326C3.14	0.0033768648756848227
RP11-326C3.13	0.0008605374448589925
RP11-326C3.12	0.004807594441821193
RP11-326C3.15	0.008432627205333162
B4GALNT4	0.027761105309708472
ANO9	0.08895509200058235
PTDSS2	0.039047586088093514
RNH1	0.008987864840621647
PHRF1	0.04543789114107482
RPLP2	0.0017167795240769477
SNORA52	0.009936591563390098
POLR2L	0.009685025491437554
CHID1	0.016796381339749287
MOB2	0.053142624036821864
IFITM10	0.06821471556311398
TSPAN32	0.03268936279428451
TSSC4	0.0023614964361834295
PGAP2	0.018170688359942032
KRT8P49	0.08665846893736175
HBB	0.09921511661291392
OR51B6	0.08204427843817884
TRIM22	0.017684041453858865
CNGA4	0.05299844578726596
TRIM3	0.03546804112229598
ARFIP2	0.037821841886467644
TAF10	0.05718523462270752
EIF3F	0.00041574740701714596
RPL27A	0.0809593165701941
SNORA3B	0.09537364033392917
SBF2	0.08607336403266777
RP11-351I24.3	0.08352930514479406
RP11-351I24.1	0.08433755698715513
RNF141	0.074468547766116
MRVI1	0.03886250048989309
EIF4G2	0.06485101853860939
RP11-685M7.3	0.02586202804740818
INSC	0.0006921168565139882
snoMBII-202	0.09553902466983676
RP11-452G18.2	0.0970140727701448
SERGEF	0.023784723196970503
CTD-3012A18.1	0.00450273859105829
HIPK3	0.05124816741578545
RP1-68D18.4	0.0044785831353562205
ACCS	0.006665957182605983
EXT2	0.06132028752177688
CRY2	0.04082170151783758
PEX16	0.08726592926926097
C11orf49	0.03637360249347887
MADD	0.027789185661810125
MYBPC3	0.04037584092894345
PSMC3	0.0030000854218109017
C1QTNF4	0.016147119345494655
PTPRJ	0.04800288752450417
OR5M8	0.060246006668888234
LPXN	2.7672838217322636e-06
MPEG1	0.07601664989123745
OR10V2P	0.05299844578726596
AP000640.10	0.04016528887087051
STX3	0.01328687549138225
OOSP1	0.04772148118281588
PTGDR2	0.015117446139242784
PRPF19	0.04862422364337841
TKFC	0.007381259370387894
TMEM216	0.015337014321828433
CPSF7	0.04488923593522224
DAGLA	0.07236488627677741
DKFZP434K028	0.07225385541105747
FADS3	0.0376722947221012
EEF1G	0.017259888044479203
MTA2	0.008824365725748032
EML3	0.04417805147603482
UBXN1	0.0013179388564227646
TMEM179B	0.04862422364337841
RP11-727F15.9	0.03917472389197775
WDR74	0.013824265221836288
RTN3	0.09702539307718729
COX8A	0.06077465212636435
OTUB1	0.09809297124784064
VEGFB	0.07764208188099278
FKBP2	0.009515513934043974
PPP1R14B	0.03784505334511685
PLCB3	0.03239576220969468
GPR137	0.023713923252587595
CCDC88B	0.03049069069441757
NRXN2	0.05326099673494717
AP001092.4	0.05896404023117597
MAP4K2	0.050289566026690026
ATG2A	0.04253904774587324
SNX15	0.0005290532429336305
NAALADL1	0.05403774820158509
VPS51	0.004354732725833292
FAU	0.035100862288767694
SLC25A45	0.04784577002837198
SSSCA1	0.011419092507956264
RELA	0.015292462212176984
KRT8P26	0.03773559623102713
MUS81	0.05451458634429494
FIBP	0.045257018016531175
CTD-3074O7.5	0.0008584429379684994
DPP3	0.0034353618540635374
ZDHHC24	0.013525586820277508
RCE1	0.002656285966702171
RPS6KB2	0.0003547372476857983
TMEM134	0.007520056319482721
AIP	0.005320388985124798
PITPNM1	0.0003214252999175843
NDUFV1	0.018789865356535367
ACY3	0.06722241777719842
NDUFS8	0.02203819161513065
KMT5B	0.05248944959967224
TESMIN	0.008855255199269552
RP11-757G1.5	0.023921556816178954
RNF121	0.014992942323317245
IL18BP	0.06644340328853675
NUMA1	0.06390701713971035
POLD3	0.033315349584769276
RP11-864N7.2	0.08181250350423634
RNF169	0.04270010297974225
GDPD5	0.09191685013351782
AQP11	0.08996949884091617
INTS4	0.05744441687491821
PICALM	0.0864294299912838
C11orf54	0.028927204066503138
RP11-379J13.2	0.0759254777272765
CASP4	0.017684041453858865
CASP5	0.022447884795302332
CASP1	0.09634707802799004
ZC3H12C	0.0506753210167551
ZPR1	0.03080327250960537
PCSK7	0.02554673463155921
RNF214	0.09488884357673488
CEP164	0.03061079157803307
RP11-728F11.4	0.05730363433677441
BCL9L	0.060308856951283636
VPS11	0.026860321079001923
C2CD2L	0.0007036176896473118
HINFP	0.023290367548778102
CBL	0.09880706166902584
OAF	0.018074258475679374
GRIK4	0.01723539349699638
SORL1	0.010217789252786554
RP11-716H6.2	0.06980754656987206
ST3GAL4-AS1	0.04779617184844009
FLI1	0.0771088949328376
RP11-567M21.3	0.0893456953305086
RP11-234B24.5	0.07147535064344887
RP3-454B23.1	0.06695770929546413
PLEKHG6	0.06525505509897396
IFFO1	0.014537663279056126
LPAR5	0.08983616330953309
PTMS	0.02660497995431021
CD4	0.04253835018352049
GPR162	0.013117607302619945
ENO2	0.05754323655766746
ATN1	0.027556544856945545
LPCAT3	0.08385629105650269
C1RL	0.0922122186166963
C1RL-AS1	0.07877734015824894
RP11-273B20.1	0.0979950708160856
CD163L1	0.09424244664190007
RPS3AP43	0.02319751251228449
OR7E140P	0.0046854900555382975
RP11-561P12.5	0.038097063303125484
AICDA	0.025180824755495518
M6PR	0.06773357676631303
CLEC7A	0.02410660401195529
EIF2S3L	0.017684041453858865
CREBL2	0.07973016485487215
WBP11	0.05744441687491821
STRAP	0.05191564716631104
RP11-424M22.3	0.09320848562051112
RP11-662I13.3	0.07736998241565356
LRMP	0.045012493779784134
RP11-283G6.5	0.0960241092467623
STK38L	0.049083083957642444
RP11-946L16.1	0.047455888284850326
RP11-996F15.4	0.029777965419829976
RP11-996F15.2	0.004023724321424736
ERGIC2	0.015239710816021755
IPO8	0.025270826402022495
ETFBKMT	0.0298030767014961
AMN1	0.008847076820721325
RP11-428G5.4	0.05048423185768375
RP11-428G5.5	0.04495521752849761
RP11-428G5.1	0.051077665988070134
KIAA1551	0.027626425836096365
FGD4	0.05269985537968756
RP11-476D10.1	0.010474604833991208
AC079630.2	0.09098045971762271
AC079630.4	0.048013937367852345
LRRK2	0.02128407487276956
IRAK4	0.01182067178114863
SCAF11	0.02078613996989486
RP11-474P2.6	0.042675518517632995
RP3-432I18.1	0.09025485489472605
ASB8	0.07570672469195895
RP11-370I10.10	0.0824132501245257
H1FNT	0.09719978248031585
ZNF641	0.034959895586932646
OR5BK1P	0.037303727249443364
C12orf54	0.0961432662837953
SMARCD1	0.004840437086141138
DIP2B	0.045012493779784134
LETMD1	0.09006450648619667
SMAGP	0.036289898221405784
HNRNPA3P10	0.07753891974636287
GRASP	0.012003135358720017
NR4A1	0.009669518312453655
ATG101	0.0038937776080262385
KRT86	0.015685847534084592
KRT81	0.042217623166751886
RP11-845M18.6	0.0942811453383337
EIF4B	0.01298549296893857
ITGB7	0.08837241827332583
C12orf10	0.0010225173090606552
AAAS	0.03981686798606832
PCBP2	0.0043277763505353735
PCBP2-OT1	0.07399625352719694
TARBP2	0.014662656351882087
ATP5G2	0.0009040523713789338
COPZ1	0.008855255199269552
ZNF385A	0.009844518210605648
RPS26	0.0971549631867366
RP11-603J24.5	0.08874097344732841
NABP2	0.03489990429799271
ANKRD52	0.0897250135796652
CS	0.05880293544771667
ATP5B	0.012949864576629277
NACA	0.030426702021635107
NAB2	0.01447497278301893
SHMT2	0.0808308832750328
RASSF3	0.02886074484254219
GNS	0.09938285402403417
RPL7P39	0.07888164880001919
RP11-366L20.2	0.03561499024522803
IRAK3	0.026231731644627457
RBMS1P1	0.015399409011088917
PDCL3P7	0.018406091158043987
MDM1	0.07681864965408855
RP11-1143G9.5	0.030082982680838585
RAB3IP	0.08665846893736175
OSBPL8	0.010481061592005583
ZDHHC17	0.08168394363523801
PPP1R12A	0.07953475903703182
LIN7A	0.026860321079001923
ACSS3	0.028276744661990788
RP11-13A1.1	0.009337799883722145
RP11-13A1.3	0.09531771541227063
RP11-1109F11.3	0.05865250074685516
GALNT4	0.09770815898348718
POC1B-AS1	0.09197921477623959
ATP2B1-AS1	0.03889877915595506
RP11-693J15.5	0.010131243383765353
RP11-511B23.2	0.04807188506566395
NACAP3	0.025261167807001092
CRADD	0.042675518517632995
RP11-74K11.1	0.015687992854731676
PLXNC1	0.009565456860846446
USP44	0.015685847534084592
RP11-256L6.2	0.0940724472057981
CFAP54	0.04519963594747835
APAF1	0.06703279611242896
RPS4XP1	0.00599395422329542
TXNRD1	0.06677967286231766
APPL2	0.0548392573256226
PWP1	0.08875815369437304
FICD	0.021627311630078912
TMEM119	0.015292462212176984
RP11-689B22.2	0.017672299289621423
SSH1	0.008824365725748032
USP30-AS1	0.07764208188099278
UBE3B	0.030358749413497654
MVK	0.0864294299912838
